"helpfulVotes","publishedDate","publishedPlatform","rating","text","title","tripType"
"0","2014-11-29","OTHER","5","We only had a full day in Oxford so we only saw the colleges around the centre of Oxford, but they were beautiful, inspiring and made me wish I was 30 years younger. The history is amazing of this country and Oxford has a big part to play.","Colleges of the university","COUPLES"
"0","2014-11-26","OTHER","5","Like many residents we do not appreciate the place we live in . Walking past centuries of history every day without real regard for what it is and why it's there . Recent guest have insisted that we accompany them when they go into town and it's only then that we begin to understand whats behind the facades","Visitors love it","FRIENDS"
"1","2014-11-26","OTHER","5","If you go to Oxford you must take a tour of the colleges. We booked our tour at Tourist Information, and were not disappointed. Terri, our guide was superb. We saw the ins and outs of many of the colleges and places of interest. She gave us a really great insight into how the University has grown and developed. We would not have missed this for the world","A must-see!","COUPLES"
"3","2014-11-25","OTHER","5","Visited Magdalen college and Merton College.There is a small fee but it is beautiful & it's worth it. There is also a world-class choir at New College - hear them at evensong.","Visit the colleges","FRIENDS"
"0","2014-11-20","OTHER","5","The stories of the university and glorious past gives us a good feel to be there. They have maintained everything so nicely that you feel like seeing it.","Feel good","FAMILY"
"0","2014-11-17","OTHER","4","Grotesques are quite common on the exterior walls of Oxford University buildings.  You can see many at Magdalen College, Magdalen Tower; and the Bodleian Library [even Tweedledum & Tweedledee];  Others are at New College; St John’s College; Balliol College; Merton College; St John’s and many other campuses and buildings.                 
  
So what is a grotesque? Well, I looked it up.

The definition of “grotesque” [when used as a noun - as opposed to an adjective] as given online by the Oxford Dictionaries – Language Matters follows: 

<“ 1A very ugly or comically distorted figure, creature, or image”>  

My favorite grotesques at Oxford University are at Balliol College. I think of them as being cute [like a bulldog], haughty little creatures and, as the definition says, they could be viewed as being “ugly and comically distorted.”    

The photos posted here [or that should be posted shortly] are of grotesques that are on the wall of the New Library building facing toward the Front Quadrangle of Balliol College.  In the visitor guide to the college these grotesques are said, to represent, “academic life at Balliol in Medieval times.”  I don’t doubt that at all and I imagine that today they may still represent academic life at Balliol [no disrespect intended] .

I found very little information about these cute little figures [grotesques].  I suspect that information is there if you know where to look.  I can’t help but wonder...
1.	Do they have individual names - like the seven dwarfs of Snow White fame? Or like Tweedledum and Tweedledee do at the Bodleian Library
2.	Were they shown on the buildings architectural drawings or were they added later?
	-If so, by whom and in what capacity?
3.	When did they first appear? 
4.	How many of the 39 or so Colleges have six or more grotesques [or twelve or more]? and of course which Colleges are they?","Oxford University Grotesques","COUPLES"
"0","2014-11-13","OTHER","5","The buildings and grounds have to be seen to be believed, especially The Worcester. We walked through every university, I thought I would be bored, how wrong I was ","Loved the architecture","COUPLES"
"0","2014-11-13","OTHER","4","Walking around the university even for a short while, it is hard to miss the grand architecture of the buildings, and the bustling energy found in campuses. It was great to hear the history of the colleges and facts like it being used for some parts of the Harry Potter movies.","Enjoyed the architecture and energy","FRIENDS"
"0","2014-11-12","OTHER","5","A lovely place to spend a couple of days, it was impossible to enter to most of the colleges but still amazing","Beautiful place","FRIENDS"
"0","2014-11-06","OTHER","5","We watch all the detective stories filmed in and around Oxford University and also Midsomer Murders We were able to visit the little towns, churches and pubs that were so familiar to us from seeing them on TV. Great fun !!","A feeling of being on a PBS serial about Oxford and the surrounding countryside","COUPLES"
"0","2014-11-06","OTHER","4","Oxford lovey city to visit - steeped in history.  If you are a Morse or Lewis fan this is diffidently the place for you.","Oxford","COUPLES"
"1","2014-10-30","OTHER","5","If you like history and the people who are associated with Oxford you will enjoy your time here. 
The surrounding areas is touristy - but there are some fine restaurants and pubs.  ","You could spend days here","FRIENDS"
"2","2014-10-27","OTHER","5","This University with its many many colleges is not to be missed.  The history just oozes with amazing architecture and stories.  Wish we'd had more than a day.  By all means do the Footprints Tours for the very best ""insider"" look at this ancient university.  Ask for Tom :-)","A Must in the UK!","COUPLES"
"1","2014-10-27","OTHER","4","The guided tour of Oxford, offered by the Tourist bureau, was very interesting and enlightening, and well worth the fee. It was fun because we recognized so many landmarks (The Indian Institute) and names (like Balliol College) from watching English TV shows like Morse, Inspector Lewis and now, Endeavour. We were introduced to fascinating locations like the Eagle and Child Pub (see my review for details), which was the long-serving hangout for the Inklings.

We learned about the difference between the ""University of Oxford"" and the colleges; sat in the choir stalls of  Wadham College, created by Lady Dorothy Wadham, and reputed to have the ""perfect quad;"" and followed in the footsteps of brilliant, brave, and enlightened scholars (like Dorothy L. Sayers). 

This was also the first location where, as a Canadian, I noticed the philanthropy of the Garfield Weston family (which will be the name on the ""renewed"" Bodlian library annex.) We'd go back again, to visit the Museum of the History of Science (check out the bearded heads surrounding the museum), the Bodlian Library, and the city of Oxford.","Enlightening and fascinating","FAMILY"
"2","2014-10-25","OTHER","5","You need to visit the tourist information to get a map. There is so much to do you need to prioritise. If the weather is bad concentrate on the museums especially the Ashmolean and Pitt Rivers although the Museum of History of Science is also very good. The botanic gardens are superb as are the gardens of Worcester College. Other colleges are worth visiting although Worcester is free. Have a walk through Jericho and along the canal to the Port Meadow and back along the Thames. Do not miss the covered market. Take time to wander through the back streetas and find a historic pub or two......","So much to do here you could spend a couple of days or more","FRIENDS"
"2","2014-10-24","MOBILE","3","Is an amazing and huge university! In the hall was setting Harry Potter.. So for who like this film will be absolutely nice to go and visit Oxford! ","Oxford ",
"0","2014-10-22","OTHER","5","Amazing architecture, great atmosphere, lots of young people and very friendly locals. A must visit when in Oxford, a landmark.","Stunning","FAMILY"
"0","2014-10-21","OTHER","5","If possible park and ride and use the open topped bus to get around. You can get on and off at will and then you can target those places or colleges which interest you.","Sightseeing","COUPLES"
"1","2014-10-21","OTHER","5","Loved the walk around Oxford. Everywhere is so close by so walking is lovely. All the colleges have their own charm. Definitely can go again and again!!","Amazing historic charming buildings","FAMILY"
"0","2014-10-19","OTHER","4","the near 40 colleges making up this city-wide university offer so much character and architectural splendor that you can easily pass a day wondering around. makes me wish i had gone to university here.","hugh city-wide campus","COUPLES"
"0","2014-10-19","OTHER","5","Loved all the colleges and Oxford in general. Traffic horrendous and parking a problem but I had that with accommodation.","Excellent","SOLO"
"0","2014-10-17","OTHER","5","the spires, the antiquity, the shops and food options - the whole place is magnificent.  It's all walkable, so arriving by train is fine, if you arrive by car park it and forget it!","it is history!","COUPLES"
"0","2014-10-17","OTHER","5","The university campus are really lovely with a medieval air in the streets around it! :) It is really easy to get  there on foot from the coach station, which is a great value for money!","Lovely","FRIENDS"
"0","2014-10-14","OTHER","5","Some of the colleges are more than 700 years of which is really amazing. Heritage buildings with great architecture has been preserve for so long. The city itself is charming and hustling with students and visitors and workers in the city.","Magnificient","BUSINESS"
"0","2014-10-13","OTHER","5","We just loved the tour around all the various campus buildings and their well entrenched history. Absolutely fabulous building with centuries of rich history. Take the ""Hop on Hop Off"" bus tour its well worth the money.","Tour of Oxford","COUPLES"
"1","2014-10-11","OTHER","5","The legendary school town is well worth the visit.   We toured on a hop on, hop off bus and found the whole experience awesome.  Beauty, architecture and history abound.  Don't gorges to visit Blenheim nearby.   ","Must see if in England","COUPLES"
"0","2014-10-10","OTHER","5","The colleges were really lovely there is alot of colleges to see and very are quite spread out but well worth looking at","Lovely","SOLO"
"0","2014-10-08","OTHER","4","Beautiful and interesting but guided tours can be expensive if you want to visit most of the  buildings","Interesting history and architecture","SOLO"
"1","2014-10-06","OTHER","5","Our Viking tour guide Kate did a marvelous job of introducing us to the wonders of Oxford University, then we did a lot of exploring on our own.  Highlight experiences included attending Sunday evensong at Christ Church Cathedral, visiting the Bodleian Library, and just strolling around admiring the architecture of various University buildings. Oxford is, hands down, the most interesting and eye pleasing university we have ever visited.

My wife and were discussing our Oxford University visit one day after our return to the U.S. when we realized, to our mutual delight, that we both wanted to go back for a more thorough exploration.","The most interesting and eye pleasing university we’ve ever visited","FRIENDS"
"1","2014-10-04","OTHER","5","We were limited for time so I kept to my old college Brasenose with my visitors and Radcliffe Square. We enjoyed the visit inside the College and saw the Hall and the Chapel and Old and New Quads. At least my friends from Italy saw a typical Oxford College then they ascended the tower of the University Church for the magnificent view over Oxford from the top.","Revisiting Old Haunts","FRIENDS"
"1","2014-10-04","OTHER","3","We visited Oxford on one of the very few days of the year when the Colleges were not open.  It was both Graduation Day and Open Day (when prospective students and their parents) have exclusive access to the Colleges.  Unfortunately, our schedule did not permit us to return.  Therefore, my advice is to check ahead and attempt to find out if you are visiting on any of the special days.  Not a criticism of the University at all.","Wasn't Open When We Visited","COUPLES"
"1","2014-10-04","OTHER","5","S.o many colleges to explore, the university buildings define Oxford.  Always a delight to visit with alumni events","Always beautiful","FAMILY"
"2","2014-10-02","OTHER","5","I did a day trip to Oxford while in London for a week.  We had a great guide who was quite knowledgeable.  There was no way I could take in all he told us but it was still very interesting.  We were told that out of 3,000 applications each year, 300 were actually interviewed and only 100 accepted.  We had a small amount of time to look around & shop also.  The streets were quite interesting as so many were round cobblestone.  I will have to say they didn't walk too well however!  It was amazing to think of all the scholars, including C. S. Lewis studied and taught there.  I had driven through Oxford a few years ago but this bus tour was really informative.  I had booked on-line prior to our visit to London.","More than I could take in!","FAMILY"
"1","2014-10-01","OTHER","5","Really amazing architecture and history. Interesting tour of Christ Church. A vibrant place and one day I not enough to visit.","Amazing","FAMILY"
"1","2014-10-01","OTHER","5","There is something very awe-inspiring about Oxford; It is beautiful, collegiate, and feels like history incarnate. With a proper guide, this city/university's rich history and marvelous sites are magical, though it is still an incredible place without one. 

However, if you are going to make the trip, I would suggest a guided tour. There is so much to see, and the town is rather large for a tourist to catch it all.

The Bodleian Library is a must see, and the narrow side-streets and cobbled roads throughout will make you feel like you've stepped through the pages of a history book.

I went in the Spring, and the greenery of the grounds and the bustle of the students made the whole place seem incredibly young and vital and somehow still archaic and reverential.","Old World Incredible","COUPLES"
"1","2014-09-30","OTHER","5","We took a  Walking Tours 2-hr Oxford tour with Tom and had a wonderful stroll through history.  Tom's self-deprecating humor as a former student and deep knowledge of the university's history made for a fun-filled tour.  He spiced up the history with local ""town and gown"" stories.  He gave a wonderful retelling of the history of the Martyrs that was very moving.  Recommend this tour with Tom to everyone!","A Most Excellent Adventure!","FRIENDS"
"1","2014-09-30","OTHER","5","Good day out visiting Christchurch college and the Museum of Natural History.  Would not go to all of the colleges as they all start to look the same after awhile (and charge for entry during the summer).","Nice to take a look at the colleges","COUPLES"
"2","2014-09-30","OTHER","3","The old buildings that house the individual colleges are beautiful, but the area itself is dirty and we observed graffiti in a few areas.  Was not impressed...","Not what I expected...","COUPLES"
"1","2014-09-28","OTHER","5","It figures among the top academic institutions in the world and the charming interposition of the town (commercial establlishments, shops etc.) and the gown (the 38 colleges which make up the University) makes an unique impact. There is a photo op at every turn and plenty of nostalgia for those who have attended the University. Good planning is required to make the most of your visit.","The Dreaming Spires","FRIENDS"
"1","2014-09-27","OTHER","5","The history, the tradition, the architecture.    You could spend weeks in Oxford and not see and learn everything!!","Absolutely stunning!!","FAMILY"
"1","2014-09-27","OTHER","5","We went with aviator tour which also included Warwick castle and Stratford on Avon.our tour thru oxford was so good. To the old buildings to the university. An untouched city due to being left along by the German bombing. You could feel the history being there. Our guide Phil was brilliant and to hear the stories and history was great. Also saw the place where three Christian martyrs were burned at the stake. A must visit which I would highly recommend.","excellant place to visit","COUPLES"
"3","2014-09-23","OTHER","5","This was one place on my ""to visit"" list and my dream finally came true. It was like walking through paradise. The history, the intellectual community, the learning, the architecture, the books, the sights and sounds...what a spectacular place! We did the Hop and Ride Bus Tour first. Good orientation and also good for getting from Point A to Point B. Then we walked and absorbed as much as we could. We toured two colleges, Trinity College and Christ Church. Christ Church had more tourists since that is one of the sites where the Harry Potter movie was filmed. Tried going to the Bodleian Library but the tours were full. I did go into the Gift Shop. They have some interesting stuff. We also visited the Theatre. Ate in a pub and listened to some interesting conversations. It was hard to leave Oxford. It felt like home.","Dream come true","COUPLES"
"1","2014-09-23","OTHER","5","Go there and walk the grounds of Christ Church and be inspired by buildings 800 to 1000 years old. Absolutely magnificent.","Ancient and Inspiring","COUPLES"
"3","2014-09-17","MOBILE","5","My wife and I revelled in the privilege of spending a day in Oxford exploring several of the University Colleges. We were amazed at spectacular architecture of the buildings and the efforts to preserve these august academic institutions. We visited both Balliol and Christ College and the tours through each location were highly worthwhile.","Inspiring History",
"1","2014-09-17","OTHER","5","You can't fail to appreciate the historical significance of Oxford University as you marvel at its beautiful buildings. well worth a visit.","Steeped in history","COUPLES"
"1","2014-09-17","OTHER","5","we had the advantage of my grandson, a university student, taking us around. It is all so beautiful and full of history.","steeped in tradition","FRIENDS"
"1","2014-09-14","OTHER","5","The name itself needs no introduction. It is known for centuries. The Bodleian Library stood majestically there as a witness to a history of knowledge. Unfortunately it was closed the day I arrived but  I was able to enter the compound of the university. Took pictures of the many doors of the schools in the grand university. Happy to visit a place I have read about so many times.","Inspiring","FAMILY"
"1","2014-09-13","OTHER","5","Booked a day's course on Medicinal Plants. For me it was brilliant but if its not for you there are loads of other courses (see Web). I booked lunch in advance - a pleasant three-course meal in a lovely restaurant. However, lots of bistros , etc in area. Try a day course as a treat. Excellent","Saturday Day Course","SOLO"
"0","2014-09-13","MOBILE","4","Went for the open day weekend and found ourselves surrounded by amazing buildings. Walked around deer park and saw punting on the river. Loved the Exeter College best","Open day",
"3","2014-09-11","OTHER","5","Oxford is a great place to visit.  There isn't one actual campus, as the University consists of over 20 colleges scattered around town.  I'd recommend picking one college and touring it.  We chose Magdalen College based on its history with CS Lewis.  The grounds are amazing, and the sense of history is awe-inspiring. If we return, I'd rent a boat and ""punt"" along the river!","History and charm abound!","COUPLES"
"1","2014-09-09","OTHER","5","Great architecture, colleges to explore. Historical aspects everywhere. A real culture vulture delight.","Culture galore","FAMILY"
"0","2014-09-06","OTHER","4","Tour Guide Russell provided a great day trip from London. Very knowledgeable with a dry sense of humor. Highlights were walks in Oxford University, Shakespeare's home in Stratford and Warwick castle. Russell provided lots of good commentary along the way that added greatly to the tour. Only regret - a smaller bus to get into smaller parts of the Cotswolds more directly. All in all a great day.Thanks Russell.","Evan Evans Tour to Oxford, Cotswolds and Warwick Castle - Russell the Guide","COUPLES"
"15","2014-09-06","OTHER","5","The ARCHITECTURE WAS ABSOLUTELY INCREDIBLE!
As you stroll through the streets that drip with history you cant help but get lost in amazement

TO DO
Take photos of incredible buildings
Walk along the Thames River
Go to a Coffee shop
Buy an Oxford Souvenir

FREE PARKS and MUSEUMS  
Surround the University

BE PREPARED TO WALK
- relax and enjoy this history and culture rich location","One word: IMPRESSIVE","FAMILY"
"2","2014-09-03","OTHER","5","Oxford: need I say more? Not really but TripAdvisor insists that I do. Oxford is globally renowned for too many reasons to list. If you have the time I insist that you visit. I did not regret my day there at all.  ","The name speaks for itself.","FRIENDS"
"1","2014-09-03","OTHER","5","All that is said and written about Oxford and its colleges is true. A joy to visit the colleges (even the one who charge for the privilege!)  We actually only went into Keble (pronounced Keeble) and the chapel was wonderful.  Allow yourself a day just for the colleges.  ","The dreaming Spires","FAMILY"
"1","2014-09-02","OTHER","4","Good location but no access to inside space except chapel. The food was good and varied. There is a good walk with deer in the fields around the perimeter of the college.","Magdalen college has a cafe with river view","COUPLES"
"0","2014-09-02","OTHER","5","The buildings/architecture, atmosphere, sense of history - second to none. The glorious chapel! I could live there.","Magdelen","FRIENDS"
"0","2014-09-01","OTHER","5","We were allowed inside Corpus, into the courtyard, and to the gardens. We had the most unexpected and privileged experience.
","Corpus Christi welcoming","COUPLES"
"0","2014-08-30","OTHER","5","Architecture is great, lots to discover and see! Lots to learn and loads of photo opportunities! Always very busy but such a great place to visit. ","Wonderful!","FAMILY"
"0","2014-08-30","OTHER","5","Going around the different colleges and learning about their history, took me back in time.  I could imagine how it was and how it still is.  Such a privileged place to be.","A city of history and character.","COUPLES"
"0","2014-08-29","OTHER","5","Spent time with my daughter, visiting places of interest and shopping! Also eating at a great Italian Restaurant.","Birthday weekend","FAMILY"
"0","2014-08-28","OTHER","4","Take a walking tour to learn the fascinating history of the various colleges - unlike any U.S. University.","Fascinating","COUPLES"
"0","2014-08-28","OTHER","4","It clearly is a lovely place with loads of smart and unique people there. The grounds of the various colleges are amazing. actually could be a bit intimidating when these super smart people are around","beautiful","COUPLES"
"0","2014-08-26","OTHER","4","It is always interesting to stroll through the fairly ancient streets of England's first real university town.","Interesting historic city","COUPLES"
"1","2014-08-25","OTHER","5","We loved the beautiful cloister courtyard gardens and soft limestone architecture and fabulous atmosphere where men and ladies have developed their career skills over the centuries","A lovely walk though the 'making of man' environment","COUPLES"
"0","2014-08-23","OTHER","5","I love education. But even if you don't a tour of the 39 Colleges of Oxford University is wonderful. So beautiful and so much history . For one John & Charles Wesley attended and their busts are on display in the courtyard of one of the colleges, I think it was Jesus College.","39 Colleges","COUPLES"
"1","2014-08-23","OTHER","5","Great architecture and atmosphere, nice college gardens. Interresting to wander around and take photos.","Nice place","FRIENDS"
"5","2014-08-21","OTHER","5","The University is rather a generic term in Oxford. What you have is a large number of colleges. Each with its own admission times and costs. Depending on your tastes, you can pick and choose and create own itinery. There are three or four which will be on most tourist lists such as Magdalen, Christ Church etc Most colleges will be open only half of the day and so check in advance if you can. Some are really costly to enter so again, pick carefully. Otherwise, really enjoyable to walk around Oxford and enjoying the architecture and the history.","A must see place if in Oxford","FRIENDS"
"1","2014-08-20","OTHER","5","You will love everything about Oxford.  We only allowed one day and it certainly wasn't enough.  Need 2 days if time permits. It's no wonder they filmed Harry Potter here.  ","Grand, mysterious and intriguing","COUPLES"
"0","2014-08-08","MOBILE","4","The architecture and design of all the buildings are amazing. They are all finely created and it's a very interesting place to walk around.","Great place",
"2","2014-08-07","OTHER","5","OK, so I know it is just a movie, however, it was fun seeing the inspiration for the sets in the Harry Potter movies.  The architecture of the place is just amazing!  Such a feeling of AGE.","Harry must have had a great time here!!!!","FRIENDS"
"0","2014-08-05","OTHER","5","We visited a number of the colleges and building associated with the University.  I felt like I was back in time but it is also quite modern too.  ","This is a must-see","FAMILY"
"1","2014-08-05","OTHER","5","How could anyone give a negative review to the University of Oxford? I came, I did one degree, I did another degree, I did a DPhil...Oxford is beautiful, plain and simple, and the university has an atmosphere all its own.","Alma Mater...","COUPLES"
"0","2014-08-05","OTHER","5","The architecture and historical nature of Oxford is absolutely spectacular - all visitors to U.K. should have a day here!","CULTURE, CULTURE, CULTURE","COUPLES"
"1","2014-08-04","OTHER","5","There is a deep feeling that without its scattered university buildings in it Oxfords would not survive. When you walk around, almost everyone is young which creates some age complex in me but loving traditions, old buildings, botanic gardens and education this one was of the best trips ever... I like the idea of being accommodated in the campus and having all exams together in one building to avoid cheating.","Heart of intelligence","COUPLES"
"0","2014-07-31","OTHER","5","It was very tired when I went twenty years ago but now it's slick and modern.  Very child friendly and well lit","Modern","COUPLES"
"1","2014-07-30","OTHER","5","Loved the open top bus tour.  Do that first, before doing anything else.  The many colleges have court yards which you may be able to see.  Christ Church is my favorite. Evensong is wonderful with the choir singing.  There is nothing I dislike about Oxford other than the July holiday crowds.  Late spring or early fall would be nice.","So much history to absorb in Oxford","COUPLES"
"1","2014-07-29","OTHER","5","My friend and I just had a Summer Study experience at Oxford University. It had been on our ""bucket lists"" for many years. This year was finally our chance to enroll, and it exceeded our expectations! Firstly, the University itself (we were in Christ Church College) is historic and beautiful. Dominated by Christ Church Cathedral, the college has a number of gardens and pathways, a library and best of all, the Great Hall, where Harry Potter (among others) made famous. The Summer Study program itself is wonderful. The courses (each one week in length) are varied, very interesting and, from participants' reports, all are taught extremely well by ""tutors."" Meals are included and very elaborate, and taken in the Great Hall, where one night a week, participants are invited to preside over dinner from the High Table. In addition to classes, the Oxford Experience includes excursions in the afternoon and talks in the evening after dinner. The talk on exhuming the remains of Richard III was fascinating. Many students to the Summer Experience had participated a number of previous summers. This was my first, and I hope it won't be my last!","Summer Study at Oxford","FRIENDS"
"3","2014-07-28","OTHER","3","It is famous, you have to see it... Not much to see, but worth a picture or two unless you are touring to study here.","If you come to Oxford you have to see this","COUPLES"
"0","2014-07-26","OTHER","4","Visited as part of an Alfa coach tour to the area. This included a walking tour and we had a wonderful guide called Jane. They split the group into small numbers of about 8 and were therefore able to give individual attention .She encouraged questions and was a font of knowledge (having studied at  Oxford herself). We were allowed entry to one of the colleges and visited the gardens and chapel. WE saw all the main colleges and historic buildings in the central area and the tour lasted for about 90 to 100 minutes.Would recommend anyone to give it a try","Take a Trip","FRIENDS"
"2","2014-07-19","OTHER","5","This a is great thing to do in Oxford.  Everyone who visits Oxford should always walk through the grounds, buildings & halls of this amazing university.  ","Beautiful what more can you say","FAMILY"
"1","2014-07-19","OTHER","5","Our family of five spent a few hours touring the University as part of a day trip from London.  We did not have much time so we did Windsor Castle, Stonehenge and Oxford in one day.   Taking the time to go to Oxford was definitely worth it.  Each one of the colleges was interesting and immaculately maintained.  If you have a few days in England, I strongly recommend you spend one going to Oxford.","Make The Day Trip From London","FAMILY"
"1","2014-07-15","OTHER","5","This was a highlight of the week-long trip to England. I loved the atmosphere of the many colleges and other landmarks in Oxford. Lots of shopping and restaurant choices as well. Great place for walking and many of the top sights are located in the center.","Stunning centuries-old buildings everywhere","COUPLES"
"1","2014-07-13","OTHER","5","Very tiring day but met some interesting people and got a feel for which college we preferred. Couldn't make it around them all so just chose five","University Open Day","FAMILY"
"0","2014-07-12","OTHER","5","Each and everyone of the colleges we were able to visit were impressive. Our visit coincided with a busy open day for new students, but we definitely want to see more in the future. ","40 colleges","COUPLES"
"1","2014-07-12","OTHER","5","There's a gem around every corner! Pay attention to the monuments and plaques! Without doubt the best quality University in the world.","Best University in the world","COUPLES"
"0","2014-07-09","OTHER","5","What can I say.  This is one of my favourite places in the world.  Beautiful colleges and gardens, interesting museums, punting, good food.  ","The best","FAMILY"
"4","2014-07-08","OTHER","5","Instead of the hop on/ hop off bus tour we paid a taxi driver the same amount of money for 1.5 hours ( bus is 1 hour) and he took us on a great tour of Oxford to show us each college, museum, parks and so on complete with running commentary. A great orientation and we saw so much more and were able then to go back to things we wanted to explore more. ","Do a taxi tour","COUPLES"
"1","2014-07-05","OTHER","5","We visited Balliol College and their chapel and dining hall as well as Exeter College. These are wonderful sites to visit.","Wonderful history","COUPLES"
"5","2014-07-03","OTHER","5","What a quaint and entertaining visit.  The town of Oxford's architecture is breathtaking.  Like stepping onto the set of one of the Harry Potter films, we found ourselves constantly pointing and saying ""Look at that""!  Christ Church and the surrounding gardens are a refreshing break from the busy market center and it contains the inspiration for the dining room scenes in the Harry Potter movies.  We were able to witness graduates and students experiencing their end of exams celebrations, so the town was full of robed students and streets covered in whipped cream, champagne, glitter and silly string - what a sight to see.  Our 13 year old was in awe of the experience and exclaimed he will now attend Oxford!!  We drove out from London in a rental car and then visited other areas when the Cotswolds - definately worth the trip!   ","Worth the Drive","FAMILY"
"1","2014-07-02","OTHER","5","Its wow ... Wherever you look , you feel the history .. The genius people who stopped there ...  The buildings are amazing ..   ","Smell of history ..","FAMILY"
"0","2014-07-01","OTHER","5","Have to wait for tour times unless you have children at uni. Parking is expensive in town  so use park and ride. Peartree is quite handy.","Lovely to wander round the halls.","COUPLES"
"1","2014-06-23","OTHER","5","So much history and iconic buildings that inspire academics and creativity. The oldest English speaking University in the world dating back nearly 1,000 years. ","A truely amazing place.","BUSINESS"
"1","2014-06-22","TABLET","4","Going to Oxford and don ´t visitng the university? That can ´t be possible! If you don ´t get inside tour which is very interesting, walking around is also interesting.","Worth for a visit","FRIENDS"
"0","2014-06-21","OTHER","4","A very interesting and historical place to visit. We did not go to any of the colleges, I think they were closed due to the holidays but there was also the time factor. Many of the buildings such as the Sheldonian Theatre, Radcliffe Camera, the Bodleian Library and the surrounding colleges are all interesting and attractive buildings. There are many more nearby but the rain cut short any planned walking trips. There is a covered market near the A420 and Cornmarket Street with several small cafes. Not a bad spot when it is wet outside.","Interesting Architecture and History","COUPLES"
"0","2014-06-17","OTHER","5","Aside from the entrance fee and the expensive souvenirs (it is Oxford, after all), U of Oxford is a great place to visit. You will be astounded by the buildings that have withstood time, and you get to learn a bit about the history of the University too! Make sure you take lots of pictures; they are good for memorabilia!

Overall, a must-see. I can truly say it isn't a place I regret visiting.","Loved the architecture; historical structures amazing","FAMILY"
"0","2014-06-17","OTHER","5","We loved every minute of our visit to the university and could only take in a small amount of the history available.","History History History","BUSINESS"
"2","2014-06-14","OTHER","5","There is no such thing as Oxford University!  In this wonderful city there are two 'so called' universities. One called 'Brookes' is a former technical college which was elevated to university status some years ago along with others in the country.  The second is a group of colleges which make up Oxford University in much the same way that Cambridge is organised.  Each college has autonomy over its affairs.  There are Examination rooms which they share as well as the Sheldonian theatre where degrees are conferred at the end of the academic year.
Although you can buy such things as sweatshirts / t-shirts etc. with Oxford University written on them, no self respecting student would buy one and simply shows that you are not a real student!
Oxford as a city is a vastly different place between 'town and gown'.  It is always very busy, when the University students are not in residence, the language students take their place although some study all year round. Tourists also now frequent the city all year round.  Each college has a special dining room which is hired out on occasions to other organisations and it is quite special if you are able to enjoy a dinner in one of these with the beautiful portraits on the walls, the silver vessels and cutlery and wonderful food.  To be able to study in these prestigious buildings must inspire the students to achieve great things.
Having had links with both Oxford and Cambridge, I cannot say that one is better than the other, it depends on what you study, who accepts you and a personal preference.  Cambridge has a more rural setting and is smaller than Oxford whereas Oxford has an industrial heritage as well.
Sadly, Oxford is not as careful as Cambridge in preserving its heritage.  For example, a McDonald's restaurant in Cambridge is only allowed to display a tiny crest to show what it is whereas the McDonald's in Oxford has a garish large emblazoned frontage right in the centre of the city.  There have also been some controversial decisions in architecture made by the City council and the colleges are also to blame for some of these designs.  That aside, both Universities have a river, the Thames or Isis in Oxford and the Cam in Cambridge and punting is to be enjoyed in both.  They also have fine museums and a botanical garden. Oxford 'University' is certainly one of the most important places to visit for a tourist and is along the main route - London - Oxford - Stratford on Avon with Blenheim Palace a short distance from Oxford.     
The colleges are the Crown Jewels of Oxford and the famous Covered Market is one extra jewel for the shopping area right in the centre which is easy to miss and is where many of the colleges buy their fresh produce!","What University?","COUPLES"
"2","2014-06-12","OTHER","4","Seeing the colleges and the grounds was a trip back in time.  Watching the students racing to their exams each morning clad in caps and gowns brought us right into the present.  Unique city and university.","Fascinating Antiquity","COUPLES"
"0","2014-06-12","OTHER","4","Pretty, full of reasonably intelligent people, and slightly better than Oxford Brookes. Something like the 8th best University in the world. (Cambridge is, of course, the best). ","The Best University in Oxford","FAMILY"
"0","2014-06-11","OTHER","5","Great place to visit steeped a wonderful romantic history this place is a must to visit. Better to go early as it can get somewhat crowded. Photos allowed. Don't miss out of this cultural experience","Value for money","COUPLES"
"0","2014-06-05","OTHER","4","The university itself is a marvelous wonder of buildings and historic places. Much of it was designed by Nicholas Hawksmoor, a student of Christopher Wren, who was an amazing talent.

","Tradition still lives","FAMILY"
"0","2014-06-04","TABLET","5","I have studied and taught at several universities, wish U of Oxford were on my CV. Not for snobbish reasons, but because it must be fantastic to study there. Most any of the many colleges spread all over town would suffice for me.","Wish I had been a student there....","COUPLES"
"7","2014-06-03","OTHER","2","I have visited any number of American Universities and none charge to visit them. Almost every college at Oxford does and frankly they are not worth it. I am surprised Oxford does not charge for walking on the sidewalks","a major ripoff","COUPLES"
"1","2014-06-01","OTHER","5","Oxford University is made up of many colleges. There are some beautiful buildings which you can see during a walk around the city. Some you are able to visit and others are closed to tourists. The entry costs vary between £2 - £8. Wear comfortable shoes!","Oxford - what a lovely city","COUPLES"
"1","2014-05-28","TABLET","5","Well worth the drive to oxford. Simply fantastic! The most fascinating school that I have visited in the world.","Wow! Simply wow!","BUSINESS"
"2","2014-05-25","OTHER","5","The university is comprised of more than 30 colleges.  Each of the colleges are architecturally unique but a blended by using the same stonework.  All of the colleges are viewable as one walks about the city of Oxford. One may enter the colleges for a nominal fee.  Oxford is not a compact university as the colleges are somewhat scattered about the city.","Oxford University- the colleges are great to see","COUPLES"
